region,year,week,value
北北基桃竹苗,2019,23,23.01
宜花東,2019,23,23.17
雲嘉南,2019,23,22.18
高屏,2019,23,20.31
中彰投,2019,24,19.71
北北基桃竹苗,2019,24,22.04
宜花東,2019,24,20.67
雲嘉南,2019,24,23.28
高屏,2019,24,20.4
中彰投,2019,25,20.5
北北基桃竹苗,2019,25,20.75
宜花東,2019,25,24.51
雲嘉南,2019,25,19.71
高屏,2019,25,19.81
中彰投,2019,26,18.52
北北基桃竹苗,2019,26,20.71
宜花東,2019,26,17.78
雲嘉南,2019,26,20.71
高屏,2019,26,21.91
中彰投,2019,27,19.67
北北基桃竹苗,2019,27,18.85
宜花東,2019,27,23.76
雲嘉南,2019,27,18.35
高屏,2019,27,20.52
中彰投,2019,28,19.33
北北基桃竹苗,2019,28,20.41
